****                   MendelIHT Version 1.4.6                  ****
****     Benjamin Chu, Kevin Keys, Chris German, Hua Zhou       ****
****   Jin Zhou, Eric Sobel, Janet Sinsheimer, Kenneth Lange    ****
****                                                            ****
****                 Please cite our paper!                     ****
****         https://doi.org/10.1093/gigascience/giaa044        ****

Running sparse Multivariate Gaussian regression
Number of threads = 32
Link functin = GLM.IdentityLink()
Sparsity parameter (k) = 4678
Prior weight scaling = off
Doubly sparse projection = off
Debias = off
Max IHT iterations = 20000
Converging when tol < 0.0001 and iteration ≥ 5:

Iteration 1: loglikelihood = 1.9900806693628624e6, backtracks = 0, tol = 0.05038374598183472
   1 │    11577  -0.0047392
   2 │    11578  -0.00473825
   3 │    11579   0.00477753
   4 │    11580   0.00474295
   5 │    11581  -0.00473975
   6 │    11584  -0.00326621
   7 │    11590   0.00453714
   8 │    11592  -0.00305955
   9 │    11598  -0.00231069
  10 │    18181  -0.00355778
  11 │    18182   0.00275384
  12 │    18183  -0.00363136
  13 │    18184   0.00382439
  14 │    18185   0.00359573
  15 │    18186   0.00362366
  16 │    18187  -0.00114743
  17 │    18188   0.0038584
  18 │    18189   0.00369285
  19 │    33128  -0.00182993
  20 │    33129  -0.00184505
  21 │    33130  -0.00182946
  22 │    33132  -0.00170101
  23 │    41911   0.000833483
  24 │    41915  -0.000848446
  25 │    41927  -0.000957729
  26 │    41945  -0.00548959
  27 │    41946   0.00158237
  28 │    41948  -0.0029449
  29 │    41950  -0.00288261
  30 │    41952  -0.00627531
  31 │    41953  -0.00264765
  32 │    41954  -0.00629855
  33 │    41955  -0.00625786
  34 │    41956  -0.00627452
  35 │    41959   0.00656429
  36 │    41963  -0.00663769
  37 │    41964   0.0061244
  38 │    41965   0.0060571
  39 │    41966  -0.00427553
  40 │    41967  -0.00657879
  41 │    41968   0.00528219
  42 │    41969  -0.00253159
  43 │    41972  -0.0039314
  44 │    41975   0.00466461
  45 │    41977   0.00322685
  46 │    41978   0.00329378
  47 │    41979   0.00326253
  48 │    41983  -0.00217845
  49 │    41985   0.0038284
  50 │    41986   0.00281291
  51 │    41988   0.00391248
  52 │    41989   0.00275076
  53 │    41990   0.00152225
  54 │    41992  -0.00278237
  55 │    41997  -0.00174809
  56 │    42016  -0.00125315
  57 │    42913  -0.0030831
  58 │    42916  -0.00214816
  59 │    42919  -0.00239268
  60 │    42921  -0.00200286
  61 │    42925  -0.00338079
  62 │    42927  -0.00240684
  63 │    42928  -0.00333711
  64 │    42930  -0.00202356
  65 │    42931  -0.0023919
  66 │    42932  -0.0022622
  67 │    42933  -0.00549243
  68 │    42934  -0.00533327
  69 │    42935  -0.00533636
  70 │    42936  -0.00264348
  71 │    42938  -0.00416561
  72 │    42941   0.00360906
  73 │    42942   0.00357276
  74 │    42943   0.00359103
  75 │    42945   0.00367819
  76 │    42947   0.00345898
  77 │    45822  -0.00154391
  78 │    45823  -0.00149963
  79 │    61929  -0.00229731
  80 │    61930  -0.00270037
  81 │    61932  -0.00291451
  82 │   144090   0.00250085
  83 │   144091   0.00257388
  84 │   146527   0.00206866
  85 │   146532   0.0020411
  86 │   146549   0.00218647
  87 │   146552   0.00248776
  88 │   146554   0.00231119
  89 │   146557   0.0022701
  90 │   146560   0.00226437
  91 │   146561   0.00262585
  92 │   146564   0.00233501
  93 │   146566   0.00253444
  94 │   146576   0.00256792
  95 │   146579   0.00264967
  96 │   158405   0.00317459
  97 │   158406   0.00353035
  98 │   158407   0.0034836
  99 │   158411   0.00195035
 100 │   174878   0.000539744
 101 │   174881   0.000619822
 102 │   174882   0.000529241
 103 │   174915   0.000515812
 104 │   174926   0.000480201
 105 │   174927   0.000408799
 106 │   174933   0.000413108
 107 │   174936   0.000492006
 108 │   174985   0.00110102
 109 │   174988   0.00113109
 110 │   175000   0.00303556
 111 │   175005   0.00310394
 112 │   175009   0.000452819
 113 │   175032   0.00116954
 114 │   175040   0.00114718
 115 │   175041   0.00118163
 116 │   175075   0.000667031
 117 │   194328  -0.00231409
 118 │   194353  -0.00375364
 119 │   194377   0.0017674
 120 │   194409  -0.00363311
 121 │   194415  -0.00378304
 122 │   194455  -0.00263394
 123 │   208924  -0.00248798
 124 │   208925  -0.00308567
 125 │   208926  -0.00328287
 126 │   208927  -0.00307237
 127 │   208928  -0.00300248
 128 │   208934  -0.00326713
 129 │   208939  -0.00312369
 130 │   208941  -0.00314586
 131 │   208944  -0.0027816
 132 │   208947  -0.00326555
 133 │   208948  -0.00309907
 134 │   208949  -0.00325873
 135 │   208951  -0.00324172
 136 │   208952  -0.00308017
 137 │   208954  -0.00319418
 138 │   208956  -0.00271712
 139 │   227975   0.00241979
 140 │   227981   0.00228737
 141 │   227982  -0.00341302
 142 │   227987  -0.00394788
 143 │   227988  -0.00372774
 144 │   227989  -0.004068
 145 │   227990  -0.0041585
 146 │   227991  -0.00544931
 147 │   227992  -0.00434355
 148 │   227993  -0.00540195
 149 │   227994  -0.00522569
 150 │   227995  -0.00431879
 151 │   227996  -0.00433591
 152 │   227997  -0.00287425
 153 │   227999  -0.00340026
 154 │   228000  -0.00538437
 155 │   228001  -0.00543208
 156 │   228002  -0.00521962
 157 │   228003  -0.00507089
 158 │   228004  -0.00524345
 159 │   228005  -0.00493615
 160 │   228006  -0.0039804
 161 │   228007  -0.00401409
 162 │   228008  -0.00534205
 163 │   228011  -0.00288834
 164 │   228013  -0.00263589
 165 │   228014  -0.00531227
 166 │   228019  -0.00291167
 167 │   228020  -0.00236371
 168 │   242593  -0.00277618
 169 │   242596   0.00228957
 170 │   242599   0.00351497
 171 │   242601  -0.00477437
 172 │   242602  -0.00480213
 173 │   242603  -0.00478473
 174 │   242605  -0.00385942
 175 │   242606  -0.00371913
 176 │   242607  -0.00481152
 177 │   242608   0.00176082
 178 │   242609  -0.00390392
 179 │   242612  -0.00409964
 180 │   309990  -0.00307382
 181 │   309993  -0.00391832
 182 │   309996  -0.0057325
 183 │   309998   0.00491933
 184 │   310000   0.00527486
 185 │   310003   0.00519234
 186 │   310006   0.0053171
 187 │   310010  -0.00831639
 188 │   310012   0.00534701
 189 │   310013   0.00518114
 190 │   310014  -0.00557962
 191 │   310015  -0.00598485
 192 │   310016  -0.00110838
 193 │   310017   0.0055357
 194 │   310018  -0.00605197
 195 │   310019   0.00560513
 196 │   310020  -0.00594001
 197 │   310024   0.00321186
 198 │   310027  -0.00232855
 199 │   310030  -0.00331766
 200 │   310033  -0.00423565
 201 │   310037  -0.00282805
 202 │   310041  -0.00247934
 203 │   310042  -0.00158162
 204 │   310044  -0.00155953
 205 │   310057  -0.00295998
 206 │   310059  -0.00290891
 207 │   310060  -0.00184155
 208 │   310069  -0.00261155
 209 │   310070  -0.00262268
 210 │   310072  -0.00256649
 211 │   310082   0.00250578
 212 │   310103   0.00275621
 213 │   391779  -0.00225068
 214 │   391780  -0.00244268
 215 │   391781  -0.00374598
 216 │   391782  -0.00372528
 217 │   391783  -0.0037211
 218 │   391785   0.0021842
 219 │   391787  -0.00362141
 220 │   391789  -0.00353979
 221 │   391791  -0.00331398
 222 │   391792   0.00248368
 223 │   391793  -0.00261607
 224 │   391794  -0.0032588
 225 │   391795   0.00275415
 226 │   394184   0.002369
 227 │   432754  -0.00571571
 228 │   432757  -0.00424284
 229 │   432759  -0.0058292
 230 │   434501  -0.00159851
 231 │   434519  -0.00221787
 232 │   434532  -0.00457965
 233 │   434545  -0.00587811
 234 │   434550   0.00219562
 235 │   434553  -0.00299613
 236 │   434560  -0.00404429
 237 │   434561  -0.00397729
 238 │   434564  -0.00260597
 239 │   434570  -0.00220511
 240 │   434573  -0.00484187
 241 │   434574  -0.004907
 242 │   434594  -0.00354261
 243 │   438345  -0.00426227
 244 │   438448  -0.00280069
 245 │   438455  -0.00287245
 246 │   438466  -0.00233165
 247 │   438469  -0.0034212
 248 │   438476  -0.00266192
 249 │   438479  -0.00246709
 250 │   438483  -0.0025338
 251 │   438489  -0.00179444
 252 │   438492  -0.0019167
 253 │   438494  -0.0020181
 254 │   438499   0.00169195
 255 │   438500   0.00218635
 256 │   438505   0.002032
 257 │   438511  -0.0020055
 258 │   438513   0.00134526
 259 │   438514   0.00130332
 260 │   438515  -0.00213039
 261 │   438518  -0.00153719
 262 │   438519   0.00437476
 263 │   438520   0.00413376
 264 │   438521   0.00311732
 265 │   438526   0.00420497
 266 │   438527   0.00177664
 267 │   438529   0.00434328
 268 │   438530  -0.00324874
 269 │   438531   0.00454728
 270 │   438534  -0.00334782
 271 │   449460   0.00162783

Trait 8: IHT estimated 14 non-genetic predictors
14×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │        1   4.52848e-6
   2 │        2  -0.00471238
   3 │        3   0.0029431
   4 │        4   0.00221494
   5 │        5   0.00111555
   6 │        6  -0.000672318
   7 │        7   0.00109524
   8 │        8  -0.00181958
   9 │        9  -0.000914768
  10 │       10   0.000179149
  11 │       11  -0.00027374
  12 │       12   0.000283031
  13 │       13   0.000631285
  14 │       14  -0.00200018

Trait 9: IHT estimated 315 nonzero SNP predictors
315×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │    11577  -0.00518429
   2 │    11578  -0.0052937
   3 │    11579   0.00533087
   4 │    11580   0.00532761
   5 │    11581  -0.00522258
   6 │    11584  -0.00344354
   7 │    11590   0.00496667
   8 │    11592  -0.00395292
   9 │    11598  -0.00280608
  10 │    18181  -0.00391704
  11 │    18182   0.00250169
  12 │    18183  -0.0039254
  13 │    18184   0.00389624
  14 │    18185   0.00392297
  15 │    18186   0.00394141
  16 │    18187  -0.00235598
  17 │    18188   0.00395505
  18 │    18189   0.00386966
  19 │    33128  -0.0021943
  20 │    33129  -0.00224511
  21 │    33130  -0.00221328
  22 │    33132  -0.00207957
  23 │    41911   0.00146983
  24 │    41915  -0.00118402
  25 │    41927  -0.00119358
  26 │    41945  -0.00664247
  27 │    41946   0.00242898
  28 │    41948  -0.00307049
  29 │    41950  -0.00321518
  30 │    41952  -0.00735867
  31 │    41953  -0.00283805
  32 │    41954  -0.00733651
  33 │    41955  -0.00734347
  34 │    41956  -0.00732529
  35 │    41958  -0.000752685
  36 │    41959   0.00746072
  37 │    41963  -0.00758024
  38 │    41964   0.00683182
  39 │    41965   0.00677028
  40 │    41966  -0.00607587
  41 │    41967  -0.00754091
  42 │    41968   0.00578864
  43 │    41969  -0.0020836
  44 │    41972  -0.00453863
  45 │    41975   0.0045814
  46 │    41977   0.0037209
  47 │    41978   0.00374236
  48 │    41979   0.00371184
  49 │    41983  -0.00222964
  50 │    41985   0.00361855
  51 │    41986   0.00290761
  52 │    41988   0.00389235
  53 │    41989   0.00286342
  54 │    41990   0.00222062
  55 │    41992  -0.00274585
  56 │    41997  -0.00193645
  57 │    42016  -0.00193853
  58 │    42899  -0.00140176
  59 │    42900   0.00101724
  60 │    42905  -0.000778193
  61 │    42913  -0.00152234
  62 │    42916  -0.00251281
  63 │    42919  -0.00252849
  64 │    42921  -0.00222196
  65 │    42925  -0.00296399
  66 │    42927  -0.00257065
  67 │    42928  -0.00297493
  68 │    42930  -0.00205961
  69 │    42931  -0.00256582
  70 │    42932  -0.00245269
  71 │    42933  -0.00608957
  72 │    42934  -0.0057965
  73 │    42935  -0.00582586
  74 │    42936  -0.00358048
  75 │    42938  -0.00507152
  76 │    42941   0.00401826
  77 │    42942   0.00399557
  78 │    42943   0.00395454
  79 │    42944  -0.00159892
  80 │    42945   0.00404809
  81 │    42946  -0.00160756
  82 │    42947   0.0039014
  83 │    42956  -0.00164393
  84 │    42977   0.00127071
  85 │    61929  -0.00142922
  86 │    61930  -0.00166046
  87 │    61932  -0.00175932
  88 │    61934  -0.000807106
  89 │    61937  -0.000785128
  90 │    95584   0.00210593
  91 │    95588   0.00220327
  92 │    95611   0.00211032
  93 │    95625  -0.00204269
  94 │   144088   0.00126517
  95 │   144090   0.00192389
  96 │   144091   0.00201993
  97 │   146549   0.00226767
  98 │   146552   0.0022046
  99 │   146554   0.00193387
 100 │   146557   0.00250035
 101 │   146560   0.00248713
 102 │   146561   0.00251528
 103 │   146564   0.00250318
 104 │   146566   0.00250696
 105 │   146576   0.00243589
 106 │   158405   0.00379858
 107 │   158406   0.00405459
 108 │   158407   0.00398599
 109 │   158411   0.00294233
 110 │   173137   0.000597995
 111 │   173141   0.000602138
 112 │   173144   0.000617618
 113 │   173163   0.00057744
 114 │   173169   0.000425103
 115 │   174173   0.000704715
 116 │   174769   0.000496363
 117 │   174878   0.000439761
 118 │   174881   0.000468913
 119 │   174915   0.000855078
 120 │   174926   0.000868165
 121 │   174927   0.00087233
 122 │   174933   0.000870239
 123 │   174936   0.000899159
 124 │   174951  -0.000497154
 125 │   174965  -0.000483122
 126 │   174969   0.000875999
 127 │   174971  -0.000476511
 128 │   174984  -0.000485861
 129 │   174985   0.00111141
 130 │   174986   0.000892319
 131 │   174988   0.00115093
 132 │   175000   0.00184543
 133 │   175005   0.00185734
 134 │   175009   0.000972851
 135 │   175032   0.000854517
 136 │   175040   0.000850944
 137 │   175041   0.00087858
 138 │   175056  -0.000782047
 139 │   175075   0.000947841
 140 │   190681  -0.000479094
 141 │   190683  -0.000419599
 142 │   190685  -0.000534459
 143 │   194328  -0.00201249
 144 │   194332   0.00185973
 145 │   194334   0.00187502
 146 │   194353  -0.00300246
 147 │   194409  -0.00246096
 148 │   194415  -0.00254036
 149 │   194455  -0.00249088
 150 │   208920   0.00117465
 151 │   208924  -0.00199897
 152 │   208925  -0.00215023
 153 │   208926  -0.00224259
 154 │   208927  -0.00221968
 155 │   208928  -0.00206633
 156 │   208934  -0.0022185
 157 │   208939  -0.00223617
 158 │   208941  -0.00230318
 159 │   208944  -0.002506
 160 │   208947  -0.00237637
 161 │   208948  -0.002523
 162 │   208949  -0.00236779
 163 │   208950  -0.00198706
 164 │   208951  -0.00266665
 165 │   208952  -0.00236695
 166 │   208954  -0.00267115
 167 │   208956  -0.00184351
 168 │   208958   0.00117979
 169 │   227975   0.00149817
 170 │   227981   0.00323712
 171 │   227982  -0.00229923
 172 │   227983  -0.000877464
 173 │   227987  -0.00335741
 174 │   227988  -0.00317358
 175 │   227989  -0.00532079
 176 │   227990  -0.00523249
 177 │   227991  -0.00672054
 178 │   227992  -0.00565237
 179 │   227993  -0.00675543
 180 │   227994  -0.00640431
 181 │   227995  -0.00605594
 182 │   227996  -0.0061598
 183 │   227997  -0.00238836
 184 │   227999  -0.00473076
 185 │   228000  -0.00688991
 186 │   228001  -0.00670876
 187 │   228002  -0.00644119
 188 │   228003  -0.00660141
 189 │   228004  -0.0064423
 190 │   228005  -0.00628612
 191 │   228006  -0.00561643
 192 │   228007  -0.00568495
 193 │   228008  -0.00647421
 194 │   228009  -0.000503717
 195 │   228011  -0.00253437
 196 │   228013  -0.0016836
 197 │   228014  -0.00641421
 198 │   228019  -0.0028821
 199 │   228020  -0.00224943
 200 │   228031  -0.00109178
 201 │   242590   0.00147329
 202 │   242593  -0.00152712
 203 │   242596   0.00240619
 204 │   242599   0.00307597
 205 │   242601  -0.00620237
 206 │   242602  -0.00620847
 207 │   242603  -0.00626185
 208 │   242605  -0.00487133
 209 │   242606  -0.00476079
 210 │   242607  -0.00624877
 211 │   242609  -0.00481604
 212 │   242612  -0.0051293
 213 │   242614   0.00182425
 214 │   309988   0.00162543
 215 │   309990  -0.00214759
 216 │   309993  -0.00497437
 217 │   309995  -0.00179166
 218 │   309996  -0.00671074
 219 │   309998   0.00545546
 220 │   309999  -0.00234576
 221 │   310000   0.00585008
 222 │   310003   0.00583967
 223 │   310006   0.00590966
 224 │   310010  -0.00929334
 225 │   310012   0.00585186
 226 │   310013   0.00570407
 227 │   310014  -0.00629847
 228 │   310015  -0.00672546
 229 │   310016  -0.00269026
 230 │   310017   0.00603302
 231 │   310018  -0.00684054
 232 │   310019   0.00610387
 233 │   310020  -0.00663129
 234 │   310023  -0.00200831
 235 │   310024   0.00293823
 236 │   310027  -0.00318265
 237 │   310030  -0.00243567
 238 │   310033  -0.00431252
 239 │   310037  -0.00234229
 240 │   310041  -0.00179351
 241 │   310042  -0.00168286
 242 │   310044  -0.00165035
 243 │   310057  -0.00234204
 244 │   310059  -0.00224348
 245 │   310060  -0.000578835
 246 │   310069  -0.00199918
 247 │   310070  -0.00200548
 248 │   310072  -0.00194214
 249 │   310082   0.00188276
 250 │   310103   0.00204328
 251 │   312051   0.00144802
 252 │   312052   0.00147082
 253 │   334000  -0.000847794
 254 │   334004  -0.000872972
 255 │   371857   0.00199468
 256 │   373948   0.00386349
 257 │   373950   0.00421059
 258 │   373951   0.00427046
 259 │   373952  -0.00406147
 260 │   373954  -0.00407364
 261 │   373956   0.0029473
 262 │   373962  -0.00254216
 263 │   373966   0.00174513
 264 │   373969  -0.0019313
 265 │   373973  -0.00170545
 266 │   373976   0.00579749
 267 │   373979  -0.00597046
 268 │   373987  -0.00499779
 269 │   391779  -0.00410323
 270 │   391780  -0.00391687
 271 │   391781  -0.00566503
 272 │   391782  -0.00573845
 273 │   391783  -0.00571652
 274 │   391785   0.00416676
 275 │   391787  -0.00563824
 276 │   391788  -0.00200717
 277 │   391789  -0.0054447
 278 │   391791  -0.00550103
 279 │   391792   0.00454072
 280 │   391793  -0.00451645
 281 │   391794  -0.0055962
 282 │   391795   0.0044125
 283 │   391799   0.00219585
 284 │   391801   0.00198936
 285 │   394184   0.00254861
 286 │   432754  -0.00492469
 287 │   432757  -0.00377172
 288 │   432759  -0.00506157
 289 │   434519  -0.00219573
 290 │   434532  -0.0035982
 291 │   434545  -0.00428291
 292 │   434553  -0.00331002
 293 │   434560  -0.00357126
 294 │   434561  -0.0036203
 295 │   434564  -0.00296833
 296 │   434573  -0.00395979
 297 │   434574  -0.00391713
 298 │   434594  -0.0030926
 299 │   438469  -0.00228906
 300 │   438500   0.00270413
 301 │   438511  -0.00140485
 302 │   438519   0.00486635
 303 │   438520   0.00436609
 304 │   438521   0.00385417
 305 │   438526   0.00469036
 306 │   438529   0.00452329
 307 │   438530  -0.00135314
 308 │   438531   0.00535762
 309 │   438534  -0.00151216
 310 │   449460   0.00218528
 311 │   449595   0.00204569
 312 │   450535   0.00262371
 313 │   450537  -0.00259039
 314 │   450538   0.00232007
 315 │   450540   0.00266984

Trait 9: IHT estimated 14 non-genetic predictors
14×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │        1   2.12031e-6
   2 │        2  -0.0130875
   3 │        3   0.0122603
   4 │        4   0.0117612
   5 │        5   0.000112829
   6 │        6  -0.000435353
   7 │        7   0.000624132
   8 │        8  -0.00110595
   9 │        9   7.72857e-5
  10 │       10   0.000109389
  11 │       11  -0.000131541
  12 │       12   0.0007428
  13 │       13  -0.000879667
  14 │       14  -0.00276738

Trait 10: IHT estimated 306 nonzero SNP predictors
306×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │    10145  -0.00238354
   2 │    11577  -0.00506004
   3 │    11578  -0.00501746
   4 │    11579   0.00510867
   5 │    11580   0.00501078
   6 │    11581  -0.00508406
   7 │    11584  -0.00287914
   8 │    11590   0.00513704
   9 │    11592  -0.00379343
  10 │    11598  -0.00281521
  11 │    18165  -0.00244769
  12 │    18181  -0.00537573
  13 │    18182   0.00390455
  14 │    18183  -0.0054007
  15 │    18184   0.00524541
  16 │    18185   0.00538393
  17 │    18186   0.00540667
  18 │    18187  -0.0031096
  19 │    18188   0.00517459
  20 │    18189   0.00522328
  21 │    41945  -0.00505941
  22 │    41946   0.00256632
  23 │    41948  -0.00290141
  24 │    41950  -0.0030121
  25 │    41952  -0.00560605
  26 │    41954  -0.00563006
  27 │    41955  -0.00562936
  28 │    41956  -0.00563032
  29 │    41959   0.00527021
  30 │    41963  -0.00525145
  31 │    41964   0.00626056
  32 │    41965   0.00620395
  33 │    41966  -0.00412181
  34 │    41967  -0.00525288
  35 │    41968   0.00539007
  36 │    41971  -0.00230236
  37 │    41972  -0.00354986
  38 │    41974   0.00267235
  39 │    41975   0.00544932
  40 │    41976  -0.00272522
  41 │    41977   0.00596935
  42 │    41978   0.00599586
  43 │    41979   0.00594964
  44 │    41985   0.00475106
  45 │    41986   0.00523377
  46 │    41988   0.00515093
  47 │    41989   0.00396894
  48 │    41990   0.0043113
  49 │    41992  -0.00523939
  50 │    41997  -0.00355233
  51 │    42016  -0.0022782
  52 │    42933  -0.00460827
  53 │    42934  -0.00452979
  54 │    42935  -0.00448101
  55 │    42938  -0.00357456
  56 │    42941   0.00278966
  57 │    42942   0.00279697
  58 │    42943   0.00275786
  59 │    42945   0.00283665
  60 │    45816  -0.00187162
  61 │    45817  -0.00183663
  62 │    45821  -0.00174027
  63 │    45822  -0.00187884
  64 │    45823  -0.00177907
  65 │    95584   0.00305105
  66 │    95588   0.00297111
  67 │    95595   0.00212682
  68 │    95611   0.00266474
  69 │    95616  -0.00186489
  70 │    95625  -0.00233634
  71 │   146549   0.00265445
  72 │   146552   0.0035926
  73 │   146554   0.00341814
  74 │   146557   0.00387292
  75 │   146560   0.00384602
  76 │   146561   0.00392529
  77 │   146564   0.00389492
  78 │   146566   0.00395796
  79 │   146576   0.00362859
  80 │   146579   0.00282571
  81 │   158405   0.00291175
  82 │   158406   0.00299248
  83 │   158407   0.00290658
  84 │   158411   0.0024166
  85 │   174873   0.000912603
  86 │   174878   0.00094952
  87 │   174881   0.000982514
  88 │   174882   0.000899845
  89 │   174915   0.000537389
  90 │   174926   0.000544708
  91 │   174927   0.000403361
  92 │   174933   0.000429823
  93 │   174936   0.000485658
  94 │   174969   0.000410734
  95 │   174972   0.000381006
  96 │   174985   0.00103167
  97 │   174986   0.00040335
  98 │   174988   0.00106262
  99 │   175000   0.00219718
 100 │   175005   0.00229857
 101 │   175009   0.0005582
 102 │   175032   0.00123788
 103 │   175040   0.0012174
 104 │   175041   0.00123159
 105 │   175075   0.000661555
 106 │   175096   0.000502687
 107 │   194332   0.00275349
 108 │   194334   0.00288777
 109 │   196900  -0.00166873
 110 │   196912  -0.00151933
 111 │   196947  -0.00182179
 112 │   227989  -0.00339666
 113 │   227990  -0.00345029
 114 │   227991  -0.00371252
 115 │   227992  -0.00366489
 116 │   227993  -0.00368852
 117 │   227994  -0.00360181
 118 │   227995  -0.00380621
 119 │   227996  -0.00377668
 120 │   227999  -0.00323633
 121 │   228000  -0.00383738
 122 │   228001  -0.00368467
 123 │   228002  -0.00365562
 124 │   228003  -0.00369553
 125 │   228004  -0.00361579
 126 │   228005  -0.00366584
 127 │   228006  -0.00338237
 128 │   228007  -0.0034263
 129 │   228008  -0.00372132
 130 │   228014  -0.003768
 131 │   242599   0.00333726
 132 │   242601  -0.00501464
 133 │   242602  -0.00481933
 134 │   242603  -0.00500358
 135 │   242605  -0.00392338
 136 │   242606  -0.003807
 137 │   242607  -0.00487981
 138 │   242609  -0.0039448
 139 │   242612  -0.00435643
 140 │   266000   0.00142666
 141 │   266002   0.00129762
 142 │   266003   0.00137837
 143 │   266004   0.00142199
 144 │   266006   0.00142048
 145 │   266007   0.00196531
 146 │   266008   0.00185556
 147 │   266009   0.00190451
 148 │   266010   0.00190159
 149 │   266011   0.00199124
 150 │   301456  -0.00340748
 151 │   301459  -0.00390027
 152 │   301462  -0.00394425
 153 │   301463  -0.00396734
 154 │   301464  -0.00366161
 155 │   301466  -0.00378276
 156 │   301467  -0.00390771
 157 │   301468  -0.00384317
 158 │   301469  -0.00351194
 159 │   301470  -0.00348468
 160 │   301471  -0.00390066
 161 │   301472  -0.00325333
 162 │   301473  -0.0039594
 163 │   301476  -0.00388197
 164 │   301480  -0.00386408
 165 │   309993  -0.00393581
 166 │   309996  -0.00474024
 167 │   309998   0.00399772
 168 │   310000   0.00420993
 169 │   310003   0.00412646
 170 │   310006   0.00413621
 171 │   310010  -0.00676584
 172 │   310012   0.00413079
 173 │   310013   0.00403222
 174 │   310014  -0.00484868
 175 │   310015  -0.00503142
 176 │   310017   0.0043208
 177 │   310018  -0.00510317
 178 │   310019   0.0043336
 179 │   310020  -0.00522396
 180 │   310033  -0.00499405
 181 │   333520  -0.0010017
 182 │   333522  -0.00150217
 183 │   333524   0.000702446
 184 │   333526   0.00070218
 185 │   333528  -0.0013318
 186 │   333530  -0.00128953
 187 │   333533   0.000695002
 188 │   333535   0.000727064
 189 │   333536   0.000704639
 190 │   333542   0.000470736
 191 │   373912   0.00125585
 192 │   373913   0.00145721
 193 │   373915  -0.00204574
 194 │   373916   0.000666967
 195 │   373917   0.0011629
 196 │   373924  -0.00192621
 197 │   373926   0.0019594
 198 │   373927   0.00107279
 199 │   373928  -0.00307114
 200 │   373931  -0.00143051
 201 │   373932   0.00116406
 202 │   373937  -0.002583
 203 │   373938   0.00293727
 204 │   373939  -0.00192658
 205 │   373948   0.0107297
 206 │   373949  -0.00252109
 207 │   373950   0.0118027
 208 │   373951   0.0119202
 209 │   373952  -0.0117678
 210 │   373954  -0.0117657
 211 │   373955   0.00297014
 212 │   373956   0.0104335
 213 │   373957   0.00118031
 214 │   373958   0.000938256
 215 │   373962  -0.00749787
 216 │   373963   0.00210879
 217 │   373964   0.000818314
 218 │   373966   0.00547538
 219 │   373969  -0.00520452
 220 │   373972  -0.00253422
 221 │   373973  -0.00698215
 222 │   373974  -0.00355245
 223 │   373976   0.0138746
 224 │   373978   0.00581092
 225 │   373979  -0.0136818
 226 │   373981  -0.00401215
 227 │   373982  -0.00274673
 228 │   373986  -0.00219966
 229 │   373987  -0.00935831
 230 │   373988  -0.00575035
 231 │   373990  -0.00223202
 232 │   373991  -0.0029974
 233 │   373995   0.00303016
 234 │   374005  -0.00204848
 235 │   374006   0.0016769
 236 │   374030   0.0024043
 237 │   374052  -0.00237109
 238 │   391779  -0.0037288
 239 │   391780  -0.00410809
 240 │   391781  -0.00590885
 241 │   391782  -0.00604239
 242 │   391783  -0.0060358
 243 │   391785   0.00368643
 244 │   391787  -0.00594078
 245 │   391789  -0.00506155
 246 │   391791  -0.00511205
 247 │   391792   0.00455387
 248 │   391793  -0.00435391
 249 │   391794  -0.0050595
 250 │   391795   0.00463452
 251 │   391799   0.00340147
 252 │   391801   0.00312577
 253 │   394184   0.00277495
 254 │   411579   0.0025368
 255 │   411582   0.00328587
 256 │   411645   0.0023165
 257 │   432731  -0.00227639
 258 │   432735  -0.00219535
 259 │   432745  -0.00162829
 260 │   432747  -0.00169641
 261 │   432754  -0.0064612
 262 │   432757  -0.00462611
 263 │   432759  -0.006528
 264 │   432760  -0.00168343
 265 │   432761  -0.00250477
 266 │   434532  -0.00387041
 267 │   434545  -0.00413601
 268 │   434553  -0.00247023
 269 │   434560  -0.00341316
 270 │   434561  -0.00343165
 271 │   434573  -0.00379749
 272 │   434574  -0.00382673
 273 │   434594  -0.00278212
 274 │   438448  -0.00231378
 275 │   438455  -0.00223927
 276 │   438466  -0.00205132
 277 │   438469  -0.00422509
 278 │   438479  -0.0027431
 279 │   438483  -0.00212939
 280 │   438489  -0.00193787
 281 │   438492  -0.00223374
 282 │   438494  -0.00223556
 283 │   438499   0.00197881
 284 │   438500   0.00257083
 285 │   438505   0.00196689
 286 │   438511  -0.0034967
 287 │   438514   0.00206748
 288 │   438515  -0.0018735
 289 │   438518  -0.003399
 290 │   438519   0.00479387
 291 │   438520   0.00403074
 292 │   438521   0.00281879
 293 │   438526   0.00436155
 294 │   438527   0.00230239
 295 │   438529   0.00386704
 296 │   438530  -0.0057787
 297 │   438531   0.00529085
 298 │   438534  -0.00470485
 299 │   439403  -0.000836284
 300 │   439406   0.000977093
 301 │   439415   0.000473912
 302 │   439420   0.000494161
 303 │   449460   0.00247179
 304 │   449472  -0.00181575
 305 │   450537   0.00343534
 306 │   450538  -0.0034722
